1.851999945938587189e-02,9.733999967575073242e-01,-8.703000098466873169e-02
-2.398000061511993408e-01,1.853999942541122437e-01,-1.094999983906745911e-01
-2.117000073194503784e-01,-5.677000284194946289e-01,4.887999892234802246e-01
-7.021999955177307129e-01,-5.594000220298767090e-01,-9.440000355243682861e-02
6.098999977111816406e-01,-5.651999711990356445e-01,-1.641999930143356323e-01
2.676999866962432861e-01,-7.386000156402587891e-01,2.342000007629394531e-01
-2.969999909400939941e-01,-4.410000145435333252e-01,-6.733999848365783691e-01
1.404999941587448120e-01,-5.231000185012817383e-01,-7.454000115394592285e-01
-1.054999977350234985e-02,3.609000146389007568e-01,1.665000021457672119e-01
-3.413999974727630615e-01,-6.373999714851379395e-01,-3.607000112533569336e-01
-1.563999988138675690e-02,-8.579000234603881836e-01,-1.379999965429306030e-01
-4.073999822139739990e-02,-7.500000298023223877e-02,-1.243000030517578125e-01
4.169000089168548584e-01,-3.274999856948852539e-01,-1.644999980926513672e-01
1.541000045835971832e-02,-7.742000222206115723e-01,1.361999958753585815e-01
-3.632999956607818604e-01,-3.787999972701072693e-02,-1.111999973654747009e-01
1.908999979496002197e-01,7.404000163078308105e-01,-8.404999971389770508e-02
1.729000061750411987e-01,-5.519000291824340820e-01,3.106000125408172607e-01
-1.625999957323074341e-01,-7.063999772071838379e-01,-2.061000019311904907e-01
-7.875999808311462402e-02,-3.786999881267547607e-01,-3.165000081062316895e-01
-6.167000159621238708e-02,1.333999931812286377e-01,-2.612999975681304932e-01
-1.234000027179718018e-01,-3.332999944686889648e-01,-1.234999969601631165e-01
-1.553000062704086304e-01,7.774999737739562988e-01,2.892999909818172455e-02
-5.314000248908996582e-01,-4.751000106334686279e-01,-4.933999851346015930e-02
-4.167000055313110352e-01,-7.031999826431274414e-01,-5.149999856948852539e-01
-3.896999955177307129e-01,-6.044999957084655762e-01,8.088999986648559570e-02
-4.964999854564666748e-01,-3.269999921321868896e-01,-1.171000003814697266e-01
-4.149999842047691345e-02,3.251000046730041504e-01,-2.745999991893768311e-01
-4.988000169396400452e-02,9.827999770641326904e-02,-4.404000043869018555e-01
2.615000009536743164e-01,1.500999927520751953e-01,-1.614000052213668823e-01
-1.756999939680099487e-01,5.874999761581420898e-01,-1.019999980926513672e-01
2.293000072240829468e-01,3.592999875545501709e-01,-8.163999766111373901e-02
1.512999981641769409e-01,-5.526999831199645996e-01,1.659999936819076538e-01
-2.910000085830688477e-01,7.427999973297119141e-01,-2.047999948263168335e-01
-4.777000099420547485e-02,5.019999742507934570e-01,1.261000037193298340e-01
