-1.396999955177307129e-01,9.042000174522399902e-01,3.968999981880187988e-01
1.363999992609024048e-01,7.041000127792358398e-01,-4.079000055789947510e-01
-8.313000202178955078e-02,-1.090999990701675415e-01,-4.072999954223632812e-01
1.367000043392181396e-01,-4.562000036239624023e-01,-1.489000022411346436e-01
8.545999974012374878e-02,-9.046999812126159668e-01,3.964999914169311523e-01
1.367000043392181396e-01,-9.921000152826309204e-02,2.965000085532665253e-02
-1.181999966502189636e-01,-8.033999800682067871e-01,-2.282000035047531128e-01
-4.346999898552894592e-02,-7.141000032424926758e-01,4.074999988079071045e-01
-5.339000001549720764e-02,7.927999645471572876e-02,-4.088000059127807617e-01
1.367000043392181396e-01,2.180999964475631714e-01,2.775999903678894043e-01
-1.181999966502189636e-01,-7.437999844551086426e-01,-1.995000056922435760e-02
-4.346999898552894592e-02,-4.165999889373779297e-01,4.074999988079071045e-01
-2.363999933004379272e-02,9.035999774932861328e-01,2.874999940395355225e-01
-1.181999966502189636e-01,1.586000025272369385e-01,-1.389999985694885254e-01
-1.181999966502189636e-01,-1.388999968767166138e-01,2.576999962329864502e-01
-1.199000030755996704e-01,-3.931999951601028442e-02,-3.075999915599822998e-01
-1.352999955415725708e-01,-3.167000114917755127e-01,1.783999949693679810e-01
-1.181999966502189636e-01,6.545000076293945312e-01,-1.785999983549118042e-01
-8.314000070095062256e-02,5.354999899864196777e-01,-4.088000059127807617e-01
-6.329999864101409912e-02,9.035999774932861328e-01,2.962999977171421051e-02
1.324000060558319092e-01,-7.735999822616577148e-01,-4.072000086307525635e-01
1.367000043392181396e-01,-6.546000242233276367e-01,2.379000037908554077e-01
1.367000043392181396e-01,7.833999991416931152e-01,-3.273999989032745361e-01
1.053000018000602722e-01,8.033000230789184570e-01,4.065999984741210938e-01
-4.346999898552894592e-02,3.867000043392181396e-01,-4.088000059127807617e-01
1.367000043392181396e-01,3.470999896526336670e-01,9.907999634742736816e-02
-1.444000005722045898e-01,6.937000155448913574e-02,3.964999914169311523e-01
-1.181999966502189636e-01,-1.885000020265579224e-01,-3.273999989032745361e-01
1.367000043392181396e-01,-8.133000135421752930e-01,9.810999967157840729e-03
-1.181999966502189636e-01,-1.984000056982040405e-01,2.964000031352043152e-02
-1.181000024080276489e-01,-2.874999940395355225e-01,-2.282000035047531128e-01
-1.181999966502189636e-01,5.945999920368194580e-02,2.081000059843063354e-01
1.367000043392181396e-01,-2.976000010967254639e-01,-3.174999952316284180e-01
1.367000043392181396e-01,-7.537999749183654785e-01,7.923000305891036987e-02
1.367000043392181396e-01,-7.835000157356262207e-01,-1.985000073909759521e-01
1.367000043392181396e-01,7.041000127792358398e-01,-1.994000002741813660e-02
-1.181999966502189636e-01,-3.472000062465667725e-01,-7.946000248193740845e-02
1.367000043392181396e-01,-4.065999984741210938e-01,-2.182999998331069946e-01
3.585999831557273865e-02,-1.785999983549118042e-01,4.074999988079071045e-01
